source	date	quote	quote_lemmatized	values	values_minimal
2	20150730	1.284 Menschen unterschrieben gegen die Umwandlung des leerstehenden Gasthofs Däuber in dem bayrischen Dorf in ein Flüchtlingsheim.	Mensch unterschreiben Umwandlung leerstehend Gasthof Däuber bayrisch Dorf Flüchtlingsheim 	['200', '202']	{'2'}
2	20150104	Eine Kundgebung gegen Antisemitismus, die ein lokales Anti-Nazi-Bündnis spontan anmelden wollte, wurde dagegen von der Polizei untersagt.	Kundgebung Antisemitismus lokal Anti-Nazi-Bündnis spontan anmelden dagegen Polizei untersagen 	['700', '703']	{'7'}
2	20150825	Für ein einheitliches Asylsystem wäre es in der Tat höchste Zeit.	einheitlich Asylsystem Tat hoch Zeit 	['500', '501']	{'5'}
2	20150407	Das Landratsamt will sie in Privatwohnungen unterbringen.	Landratsamt Privatwohnung unterbringen 	['200', '206']	{'2'}
2	20150722	Es sei mit grüner Politik nicht zu vereinbaren, sichere Herkunftsstaaten zu ernennen, in denen Geflüchtete an Armut leiden oder politisch verfolgt werden, sagte sie dem Tagesspiegel.	grün Politik vereinbaren sicher Herkunftsstaat ernennen Geflüchtet Armut leiden politisch verfolgen sagen Tagesspiegel 	['500', '504']	{'5'}
2	20150730	"Am 10. März starteten Bürger aus Winden am Aign eine Onlinepetition:  ""125 Asylbewerber auf 827 Einwohner sind definitiv zu viel!!!"	März startet Bürger Winde Aign Onlinepetition   Asylbewerber Einwohner definitiv 	['100', '102']	{'1'}
2	20150722	Grüne-Jugend-Chefin Theresa Kalmer kritisiert die Bereitschaft des Ba-Wü-Ministerpräsidenten Winfried Kretschmann (Grüne), über die Einstufung weiterer Länder zu sicheren Herkunftsstaaten zu verhandeln.	Grüne-Jugend-Chefin Theresa Kalmer kritisieren Bereitschaft Ba-Wü-Ministerpräsident Winfried Kretschmann grüne Einstufung weit Land sicher Herkunftsstaat verhandeln 	['500', '504']	{'5'}
2	20150722	"Kretschmann sollte sich für die  ""Wahrung von Grundrechten""  einsetzen, nicht für  ""ihre Aushöhlung"" "	Kretschmann sollen   Wahrung Grundrecht   einsetzen   Aushöhlung 	['700', '702']	{'7'}
2	20150407	"Ich rufe alle Tröglitzer auf, Wohnraum zur Verfügung zu stellen!


MARKUS NIERTH, EX-BÜRGERMEISTER"	"rufen Tröglitzer Wohnraum Verfügung stellen 


 MARKUS NIERTH EX-BÜRGERMEISTER "	['200', '206']	{'2'}
2	20150407	Anwohner und NPD-Politiker protestierten gegen die geplante Unterkunft; 	Anwohner NPD-Politiker protestieren geplant Unterkunft 	['200', '202']	{'2'}
2	20150104	"Und man mag sich angesichts der Neigung zur Xenophobie oder ihrer Latenz auch gar nicht wünschen, dass sich das emotionale Magma in eine  ""rational""  kalkulierte Strategie transformiert und Populisten regierungsfähig werden – wie in Budapest, Antwerpen und Moskau, vielleicht bald auch in Paris und Wien."	mögen angesichts Neigung Xenophobie Latenz gar wünschen emotional Magma   rational   kalkuliert Strategie transformieren Populist regierungsfähig Budapest Antwerpe Moskau vielleicht bald Paris Wien 	['700', '701']	{'7'}
2	20150104	"Heute ab 18.30 Uhr wollen die  ""Patriotischen Europäer""  erneut in Dresden demonstrieren."	heute ab Uhr   patriotisch Europäer   erneut Dresden demonstrieren 	['700', '711']	{'7'}
2	20150104	"Zeitgleich will  ""Bärgida""  (Berlin) von der Klosterstraße aus zum Brandenburger Tor losmarschieren."	zeitgleich   Bärgida   Berlin Klosterstraße Brandenburger Tor losmarschieren 	['700', '703']	{'7'}
2	20150105	In Köln demonstrieren die Islamfeinde schon ab 17 Uhr.	Köln demonstrieren Islamfeinde schon ab Uhr 	['700', '703']	{'7'}
2	20150105	"Heute ab 18.30 Uhr wollen die  ""Patriotischen Europäer""  erneut in Dresden demonstrieren. "	heute ab Uhr   patriotisch Europäer   erneut Dresden demonstrieren 	['700', '703']	{'7'}
2	20150105	In Köln demonstrieren die Islamfeinde schon ab 17 Uhr.	Köln demonstrieren Islamfeinde schon ab Uhr 	['700', '711']	{'7'}
2	20150105	"Zeitgleich will "" Bärgida "" ( Berlin ) von der Klosterstraße aus zum Brandenburger Tor losmarschieren ."	zeitgleich Bärgida Berlin Klosterstraße Brandenburger Tor losmarschieren 	['700', '711']	{'7'}
2	20150622	Vor allem die osteuropäischen Staaten stemmen sich gegen die Flüchtlingsquote.	osteuropäisch Staat stemmen Flüchtlingsquote 	['500', '501']	{'5'}
2	20150622	Deutschland hingen unterstützt den Kommissionsplan, von dem es sich eine Entlastung verspricht.	Deutschland hingen unterstützen Kommissionsplan Entlastung versprechen 	['500', '501']	{'5'}
2	20150622	Die EU-Kommission hat zwar einen Quotenplan vorgeschlagen, mit dem zunächst 40.000 Flüchtlinge gerechter und menschenwürdiger in Europa verteilt werden sollen.	EU-Kommission Quotenplan vorschlagen zunächst Flüchtling gerecht Menschenwürdiger Europa verteilen sollen 	['500', '501']	{'5'}
2	20150622	Mit diesen Worten preist die Außenbeauftragte Federica Mogherini die neue Flüchtlingspolitik der EU.	Wort preisen Außenbeauftragte Federica Mogherini neu Flüchtlingspolitik EU 	['100', '190']	{'1'}
2	20150622	Sie will damit Italien und Griechenland entlasten, die unter dem Zustrom der Migranten ächzen und deren Aufnahmekapazitäten zusammenzubrechen drohen.	Italien Griechenland entlasten Zustrom Migrant ächzen Aufnahmekapazität zusammenzubrechen drohen 	['800', '803']	{'8'}
2	20150622	Die EU-Außenminister beschließen die erste Phase des umstrittenen Kampfes gegen Schlepper in Libyen	EU-Außenminister beschließen erster Phase umstritten Kampf Schlepper Libyen 	['100', '109']	{'1'}
2	20150930	Ebenso notwendig ist die Erfassung und sprachliche sowie berufliche Vorbereitung Jugendlicher für eine Ausbildung mit der Gewährung eines ausreichenden Bleiberechtes während der Ausbildung und der anschließenden Beschäftigung.	ebenso notwendig Erfassung sprachlich sowie beruflich Vorbereitung jugendliche Ausbildung Gewährung ausreichend Bleiberecht Ausbildung anschließend Beschäftigung 	['200', '211', '300', '301', '302', '600', '601']	{'3', '6', '2'}
2	20150930	Hierbei ist ebenfalls die Wirtschaft gefordert, die Eingliederung der Flüchtlinge in Arbeit und Ausbildung ohne Vorurteile, mit größerer Offenheit und finanzieller Beteiligung zu unterstützen.	hierbei ebenfalls Wirtschaft fordern Eingliederung Flüchtling Arbeit Ausbildung Vorurteil groß Offenheit finanziell Beteiligung unterstützen 	['600', '601']	{'6'}
2	20150930	Bedingung für den Verzicht auf einen derartigen Nachweis muss allerdings sein, dass Tarifbedingungen oder Mindestlohn gelten, um Schmutzkonkurrenz zulasten aller Arbeitnehmer zu verhindern.	Bedingung Verzicht derartig Nachweis allerdings Tarifbedingung Mindestlohn gelten Schmutzkonkurrenz zulasen Arbeitnehmer verhindern 	['600', '605']	{'6'}
2	20150930	Dabei sind auch die Arbeitsbedingungen an die Erfordernisse der Flüchtlinge anzupassen und flankierende Hilfestellung bei den persönlichen und administrativen Anforderungen ist zu leisten.	dabei Arbeitsbedingung Erfordernis Flüchtling anpassen flankierend Hilfestellung persönlich administrativ Anforderung leisten 	['600', '601']	{'6'}
2	20150930	Vielmehr bedarf es hierzu eines umfassenden Konzeptes, die Arbeitsangebote mit den Anforderungen, Qualifikationen und Qualifikationspotenzialen der zuwandernden Menschen abzustimmen.	vielmehr bedürfen hierzu umfassend Konzept Arbeitsangebote Anforderung Qualifikation Qualifikationspotenzial zuwandernd Mensch abstimmen 	['600', '601']	{'6'}
2	20150930	Die Bundesregierung ist gefordert, die Vorrangprüfung auszusetzen, die ein faktisches Arbeitsverbot über 15 Monate bedeutet.	Bundesregierung fordern Vorrangprüfung aussetzen faktisch Arbeitsverbot Monat bedeuten 	['800', '817']	{'8'}
2	20150930	"Die dringend erforderliche Verringerung der Dauer der Asylverfahren hängt neben organisatorischen Verbesserungen entscheidend davon ab, dass die gravierende personelle Lücke vor allem bei den  ""Entscheidern""  über die Asylanträge im Bundesamt für Migration und Flüchtlinge (BAMF) schnell geschlossen wird."	dringend erforderlich Verringerung Dauer Asylverfahren hängen neben organisatorisch Verbesserung entscheidend davon ab gravierend personell Lücke   Entscheider   Asylantrag Bundesamt Migration Flüchtling BAMF schnell schließen 	['800', '812']	{'8'}
2	20150930	 Hier muss der Bund dringend Finanzen und Personal aufstocken.	  Bund dringend Finanz Personal aufstocken 	['800', '804', '805']	{'8'}
2	20150515	"Was kaum jemand so knackig zusammenfasste wie die britische Innenministerin Theresa May, die meinte, jene Flüchtlingsquote werde noch  ""mehr Menschen dazu ermutigen, ihr Leben aufs Spiel zu setzen"" ."	kaum jemand knackig zusammenfasste britisch Innenministerin Theresa May Flüchtlingsquote   mehr Mensch ermutigen Leben Spiel setzen 	['500', '501']	{'5'}
2	20150701	Ludger Hillebrand: Ich befürchte, dass wieder Flüchtlinge beim ersten Betreten Deutschlands festgenommen werden.	Ludger Hillebrand befürchten Flüchtling erster betreten Deutschland festnehmen 	['400', '408']	{'4'}
2	20150701	Mit dem neuen Gesetz können Flüchtlinge zum Beispiel eingesperrt werden, weil sie viel Geld an Schleuser bezahlt haben. Das ist widersinnig.	neu Gesetz Flüchtling Beispiel einsperren Geld Schleuser bezahlen widersinnig 	['400', '408']	{'4'}
2	20150701	Dabei werden unter anderem die Möglichkeiten zur Verhaftung von Flüchtlingen ausgeweitet.	dabei Möglichkeit Verhaftung Flüchtling ausweiten 	['400', '408']	{'4'}
2	20150126	Die Grenzen sollen besser gegen Flüchtlinge abgeschottet werden.	Grenze sollen gut Flüchtling abschotten 	['100', '104']	{'1'}
2	20150126	Migrationspolitisch bewegt sich die Partei in eine stramm rechte Richtung und fordert etwa, Migranten auszuweisen, die sich illegal im Land aufhalten.	migrationspolitisch bewegen Partei stramm recht Richtung fordern etwa Migrant ausweisen illegal Land aufhalten 	['200', '207']	{'2'}
2	20151028	"Auffanglager an der Balkanroute, mehr Grenzschützer in Slowenien, kein  ""Durchwinken""  der Menschen mehr in andere Länder:"	Auffanglager Balkanroute mehr Grenzschützer Slowenien   Durchwinken   Mensch mehr Land 	['100', '105', '500', '501']	{'5', '1'}
2	20151026	Björn Höcke hatte zuletzt auf AfD-Kundgebungen in Erfurt scharfe völkische Anti-Asyl-Töne angeschlagen.	Björn Höcke zuletzt AfD-Kundgebung Erfurt scharf völkisch Anti-Asyl-Tön Angeschlage 	['100', '110']	{'1'}
2	20151028	Die österreichischen Behörden seien gebeten worden, vorübergehend weniger Migranten einreisen zu lassen, sagte ein Sprecher.	österreichisch Behörde bitten vorübergehend weniger Migrant einreisen lassen sagen Sprecher 	['100', '102']	{'1'}
2	20151026	Am Montag forderte nun auch der CDU-Bundesvize Armin Laschet, Pegida vom Verfassungsschutz beobachten zu lassen.	Montag fordern CDU-Bundesvize Armin Laschet Pegida Verfassungsschutz beobachten lassen 	['800', '899']	{'8'}
2	20151028	Dass Merkel die Idee offener Grenzen eisern verteidigt, kann man nicht oft genug loben.	Merkel Idee offen Grenze eisern verteidigen oft genug loben 	['100', '105']	{'1'}
2	20151028	"""Natürlich geht es auch um einen Zaun"" , auch wenn es nicht darum gehe,  ""die Grenze dicht zu machen"" , so Mikl-Leitner im Morgenmagazin des Ö1."	natürlich gehen Zaun darum gehen   Grenze dicht Mikl-Leitner Morgenmagazin Ö1. 	['100', '107']	{'1'}
2	20151026	Die Äußerung des kroatischen Ministerpräsidenten Zoran Milanović, es sei unverständlich, dass Griechenland und die Türkei ihre Grenze nicht besser kontrollierten	Äußerung kroatisch Ministerpräsident Zoran Milanović unverständlich Griechenland Türkei Grenze gut kontrolliert 	['100', '105', '500', '507']	{'5', '1'}
2	20151026	"""Was wir jetzt brauchen, ist ein Investitionsprogramm für Arbeit, Bildung und Integration – und zwar für alle Menschen in Deutschland"" , sagte SPD-Bundesvize Ralf Stegner am Montag."	brauchen Investitionsprogramm Arbeit Bildung Integration Mensch Deutschland sagen SPD-Bundesvize Ralf Stegner Montag 	['800', '805']	{'8'}
2	20151028	"Die Ankündigung von Bundeskanzlerin Merkel, Syrer nicht zurückzuschicken, habe diesen  ""beispiellosen Flüchtlingsstrom""  erst ausgelöst."	Ankündigung Bundeskanzlerin Merkel Syrer zurückzuschicken   beispiellos Flüchtlingsstrom   erst auslösen 	['200', '207']	{'2'}
2	20151028	"""Natürlich geht es auch um einen Zaun"" , auch wenn es nicht darum gehe,  ""die Grenze dicht zu machen"" , so Mikl-Leitner im Morgenmagazin des Ö1."	natürlich gehen Zaun darum gehen   Grenze dicht Mikl-Leitner Morgenmagazin Ö1. 	['100', '104']	{'1'}
2	20151026	Offen zeigt man sich dagegen für den Einsatz einer europäischen Küstenwache unter Beteiligung der EU-Grenzschutzagentur Frontex.	offen zeigen dagegen Einsatz europäisch Küstenwache Beteiligung EU-Grenzschutzagentur Frontex 	['100', '500', '105', '501']	{'5', '1'}
2	20151025	Das betrifft etwa die Forderung, in Athen ein Lager für bis zu 50.000 Flüchtlinge zu errichten.	betreffen etwa Forderung Athen Lager Flüchtling errichten 	['200', '203']	{'2'}
2	20151028	"Die CSU verlangt, das auf der Stelle zu beenden
"	"CSU verlangen Stelle beenden 
 "	['100', '104']	{'1'}
2	20151026	"Und Juso-Chefin Johanna Uekermann forderte schneidig:  ""Entweder verabschiedet sich die Union von ihrer schwarzen Null, oder wir erhöhen die Steuern für Reiche."""	Juso-Chefin Johanna Uekermann fordern schneidig   entweder verabschieden Union schwarz null erhöhen Steuer Reiche 	['600', '609', '800', '805']	{'8', '6'}
2	20151026	"Nordrhein-Westfalens Finanzminister Norbert Walter-Borjans, ebenfalls SPD, sagte:  ""Der Bund darf die finanzielle Verantwortung für die Folgen internationaler Konflikte nicht Ländern und Kommunen zuschieben, nur um einen kosmetisch schönen Haushalt präsentieren zu können."" "	Nordrhein-Westfalen Finanzminister Norbert Walter-Borjans ebenfalls SPD sagen   Bund dürfen finanziell Verantwortung Folge international Konflikt Land Kommune zuschieben kosmetisch schön Haushalt präsentieren 	['800', '802', '803', '805']	{'8'}
2	20151026	Ein milliardenschweres Investitionsprogramm zu fordern, sei völlig überzogen, sagte Eckhardt Rehberg, Chefhaushälter der Unions-Fraktion, mit Blick auf die SPD.	milliardenschw Investitionsprogramm fordern völlig überzogen sagen Eckhardt Rehberg Chefhaushälter Unions-Fraktion Blick SPD 	['800', '805']	{'8'}
2	20151026	SPD-Politiker aus Bund und Ländern fordern massive Investitionen, um die Flüchtlinge in Deutschland zu integrieren.	SPD-Politiker Bund Land fordern massiv Investition Flüchtling Deutschland integrieren 	['800', '805']	{'8'}
2	20151026	"Auch Generalsekretärin Yasmin Fahimi betonte, ein solches Programm müsse  ""absolut prioritär""  behandelt werden."	Generalsekretärin Yasmin Fahimi betonen Programm müssen   absolut Prioritär   behandeln 	['800', '805']	{'8'}
2	20151026	Man brauche jetzt ein Investitionsprogramm für Arbeit, Bildung und Integration – und zwar für alle Menschen in Deutschland.	brauchen Investitionsprogramm Arbeit Bildung Integration Mensch Deutschland 	['800', '805']	{'8'}
2	20151026	"Auch Nordrhein-Westfalens Finanzminister Norbert Walter-Borjans (SPD) hinterfragte das Ziel eines ausgeglichenen Bundeshaushalts.  ""Der Bund darf die finanzielle Verantwortung für die Folgen internationaler Konflikte nicht Ländern und Kommunen zuschieben, nur um einen kosmetisch schönen Haushalt präsentieren zu können."""	Nordrhein-Westfalen Finanzminister Norbert Walter-Borjans SPD hinterfragen Ziel ausgeglichen Bundeshaushalt   Bund dürfen finanziell Verantwortung Folge international Konflikt Land Kommune zuschieben kosmetisch schön Haushalt präsentieren 	['800', '802', '803', '805']	{'8'}
2	20151026	Die SPD drängt jetzt auf Milliardeninvestitionen des Staates, die die schwarze Null infrage stellen.	SPD drängen Milliardeninvestition Staat schwarz Null Infrage stellen 	['800', '805']	{'8'}
2	20151026	Die SPD drängt auf Milliardeninvestitionen,	SPD drängen Milliardeninvestition 	['800', '805']	{'8'}
2	20151026	SPD fordert Milliarden für Flüchtlinge	SPD fordern Milliarde Flüchtling 	['800', '805']	{'8'}
2	20151026	" ""Ein Monster-Lager für 50.000 Menschen wird es nicht geben"" , sagte der für Migration zuständige Vizeminister Ioannis Mouzalas dem griechischen Nachrichtensender Vima FM am Montag. 20.000 Menschen sollten in Wohnungen untergebracht werden."	  Monster-Lager Mensch geben sagen Migration zuständig Vizeminister Ioannis Mouzalas griechisch Nachrichtensender Vima FM Montag Mensch sollen Wohnung unterbringen 	['200', '203']	{'2'}
2	20150724	" ""Wir brauchen eine andere Migrationspolitik, in deren Mittelpunkt das Recht auf Bewegungsfreiheit für MigrantInnen und die Abschaffung von Frontex stehen sollte"" , erklärt er."	  brauchen Migrationspolitik Mittelpunkt Recht Bewegungsfreiheit MigrantInnen Abschaffung Frontex stehen sollen erklären 	['100', '106', '190']	{'1'}
2	20150724	"""Wir brauchen eine andere Migrationspolitik, in deren Mittelpunkt das Recht auf Bewegungsfreiheit für MigrantInnen und die Abschaffung von Frontex stehen sollte"""	brauchen Migrationspolitik Mittelpunkt Recht Bewegungsfreiheit MigrantInnen Abschaffung Frontex stehen sollen 	['100', '106', '190']	{'1'}
2	20151026	"Das von Kommissionschef Jean-Claude Juncker und Kanzlerin Angela Merkel vorbereitete Papier sieht ein Ende des  ""Durchwinkens""  von Flüchtlingen, eine bessere Abstimmung zwischen den Behörden sowie die Schaffung von 100.000 Aufnahmeplätzen entlang der Balkanroute vor."	Kommissionschef Jean-Claude Juncker Kanzlerin Angela Merkel vorbereiten Papier sehen Ende   Durchwinken   Flüchtling gut Abstimmung Behörde sowie Schaffung Aufnahmeplätz entlang Balkanroute 	['100', '105', '500', '501', '800', '808']	{'8', '5', '1'}
2	20150724	"""Wir wollen das Grenzsystem anders denken. Wir wollen es wegdenken."""	Grenzsystem denken wegdenken 	['100', '105']	{'1'}
2	20151026	"Das erklärte Ziel ist es, Flüchtlinge von der Weiterreise in ein anderes Land abzuschrecken (zu  ""entmutigen"" ) und den  ""Strom""  in Richtung Deutschland zu  ""verlangsamen"" . "	erklärt Ziel Flüchtling Weiterreise Land abzuschrecken   entmutig   Strom   Richtung Deutschland   verlangsamen 	['100', '102']	{'1'}
2	20151026	Zudem fehle eine Gesamtstrategie für die Flüchtlingskrise. Diese könne aber nur mit der Türkei gefunden werden.	zudem fehlen Gesamtstrategie Flüchtlingskris Türkei finden 	['500', '507']	{'5'}
2	20150115	Fraktionschef Thomas Oppermann warb um eine Regelung nach dem Vorbild des kanadischen Punktesystems.	Fraktionschef Thomas Oppermann werben Regelung Vorbild kanadisch Punktesystem 	['100', '108']	{'1'}
2	20150724	Der Wirtschaftsflügel der Partei plädierte ebenfalls für ein Gesetz,	Wirtschaftsflügel Partei plädieren ebenfalls Gesetz 	['100', '108']	{'1'}
2	20150724	"""Deutschland ist schon längst ein Einwanderungsland, und wir brauchen ein modernes Einwanderungsgesetz."	Deutschland schon längst Einwanderungsland brauchen modern Einwanderungsgesetz 	['100', '108']	{'1'}
2	20150330	"""Wir wollten immer schon ein Projekt machen, um Flüchtlinge in den Arbeitsmarkt zu integrieren"" , sagt Projektleiter Clemens Foschi."	immer schon Projekt Flüchtling Arbeitsmarkt integrieren sagen Projektleiter Clemen Foschi 	['600', '601']	{'6'}
2	20150724	"Die einfachste Lösung wäre immer noch das Öffnen der Grenzen, meint Laura Maikowski, eine Politik, die Flüchtlinge nicht abzuwehren sucht:  ""Alle Menschen könnten legal herkommen."	einfach Lösung immer Öffnen Grenze Laura Maikowski Politik Flüchtling abwehren suchen   Mensch legal herkommen 	['100', '104', '105']	{'1'}
2	20150724	"Die einfachste Lösung wäre immer noch das Öffnen der Grenzen, meint Laura Maikowski, eine Politik, die Flüchtlinge nicht abzuwehren sucht:  ""Alle Menschen könnten legal herkommen."	einfach Lösung immer Öffnen Grenze Laura Maikowski Politik Flüchtling abwehren suchen   Mensch legal herkommen 	['100', '101', '104']	{'1'}
2	20150724	Nach SPD und Teilen der Union fordert nun auch CDU-Chefin Angela Merkel ein Gesetz	SPD Teil Union fordern CDU-Chefin Angela Merkel Gesetz 	['100', '108']	{'1'}
2	20150115	Tauber schlug vor, nach Deutschkenntnissen, Ausbildung und potenziellem Arbeitsplatz zu entscheiden.	Tauber schlagen Deutschkenntniss Ausbildung potenziell Arbeitsplatz entscheiden 	['100', '108']	{'1'}
2	20150115	Innenminister Thomas de Maizière wandte sich dagegen. 	Innenminister Thomas de Maizière wenden dagegen 	['100', '108']	{'1'}
2	20151028	Kanzlerin Angela Merkel wird darin beschuldigt, durch ihre Flüchtlingspolitik den Bestand Deutschlands zu beeinträchtigen und die verfassungsmäßige Ordnung zu ändern.	Kanzlerin Angela Merkel darin beschuldigen Flüchtlingspolitik Bestand Deutschland beeinträchtigen verfassungsmäßig Ordnung ändern 	['100', '190']	{'1'}
2	20151214	"Die Vorsitzende


 ""Ich weiß, die europäischen Mühlen mahlen langsam. Aber wir werden sie zum Mahlen kriegen"" 
"	"vorsitzend 


  wissen europäisch Mühle mahlen langsam Mahl kriegen 
 "	['500', '501']	{'5'}
2	20151214	Das Erlernen der deutschen Sprache müsse obligat werden.	erlernen deutsch Sprache müssen Obligat 	['300', '303', '302']	{'3'}
2	20151214	"""Es lohnt sich, den Kampf um ein einheitliches europäisches Vorgehen zu gehen"" , sagt sie. Eine Ankündigung, die sich unmissverständlich auch an die europäischen Partner richtet."	lohnen Kampf einheitlich europäisch vorgehen gehen sagen Ankündigung unmissverständlich europäisch Partner richten 	['500', '501']	{'5'}
2	20151214	Und wenn man dem sächsischen Vorstandsmitglied Arnold Vaatz zuhörte, der eine härtere Abschiebungspolitik forderte, ahnte man, warum in Sachsen Gewalt gegen Flüchtlinge auf der Tagesordnung steht.	sächsisch Vorstandsmitglied Arnold Vaatz zuhören hart Abschiebungspolitik fordern ahnen warum Sachsen Gewalt Flüchtling Tagesordnung stehen 	['200', '207']	{'2'}
2	20151214	"Da steht geschrieben, die CDU sei  ""entschlossen, den Zuzug von Asylbewerbern und Flüchtlinge durch wirksame Maßnahmen spürbar zu verringern."	stehen schreiben CDU   entschlossen Zuzug Asylbewerber Flüchtling wirksam Maßnahme spürbar verringern 	['100', '102']	{'1'}
2	20151214	"Der Bund und die Länder sollen ein  ""Integrationspflichtgesetz""  verabschieden."	Bund Land sollen   Integrationspflichtgesetz   verabschieden 	['300', '303']	{'3'}
2	20151214	"Darin sollen verbindliche Integrationsvereinbarungen enthalten sein,  ""die gegenseitige Rechte und Pflichten von Staat und Migrant in verständlicher Form festgelegt und vermittelt werden"" ."	darin sollen verbindlich Integrationsvereinbarung enthalten   gegenseitig Recht Pflicht Staat Migrant verständlich Form festlegen vermitteln 	['300', '305']	{'3'}
2	20151214	"Wer sich dem dauerhaft verschließe,  ""muss mit Nachteilen, zum Beispiel Leistungskürzungen, rechnen"" , heißt es drohend."	wer dauerhaft verschließe   Nachteil Beispiel Leistungskürzung rechnen heißen drohend 	['300', '303']	{'3'}
2	20151214	"Deutschland könne sich nicht abschotten.  ""Abschottung ist im 21. Jahrhundert keine vernünftige Option."""	Deutschland abschotten   Abschottung Jahrhundert vernünftig Option 	['100', '104']	{'1'}
2	20151214	Zugleich fordert sie europäische Solidarität bei der Verteilung von Flüchtlingen Dafür sei sie bereit zu kämpfen.	zugleich fordern europäisch Solidarität Verteilung Flüchtling dafür bereit kämpfen 	['500', '501']	{'5'}
2	20151214	"Und sie sagt:  ""Wenn wir jetzt tatsächlich zweifeln würden, dass wir das nicht schaffen, dann wären wir nicht die Christlich Demokratische Union Deutschlands. Aber wir sind sie, und deshalb werden wir das schaffen."""	sagen   tatsächlich zweifeln schaffen Christlich demokratisch Union Deutschland deshalb schaffen 	['100', '190']	{'1'}
2	20151214	"Eine Kanzlerin, die ihre Flüchtlingspolitik mit der  ""von Gott geschenkten Würde jedes einzelnen Menschen""  begründet – die meint es tatsächlich ernst."	Kanzlerin Flüchtlingspolitik   Gott geschenkt einzeln Mensch   begründen tatsächlich ernst 	['100', '190']	{'1'}
2	20151214	Die offenen Grenzen innerhalb Europas seien für die Bundesrepublik lebenswichtig.	offen Grenze innerhalb Europa Bundesrepublik lebenswichtig 	['100', '105']	{'1'}
2	20151214	Das ist insofern bemerkenswert, als aus CDU und CSU zuletzt mehrfach Forderungen kamen, notfalls die deutschen Grenzen zu schließen.	insofern bemerkenswert CDU CSU zuletzt mehrfach Forderung kommen notfalls deutsch Grenze schließen 	['100', '104']	{'1'}
2	20151214	Im europapolitischen Teil ihrer Rede pocht Angela Merkel auf das Einhalten der Schengen- und Dublin-Regeln.	europapolitisch Teil Rede pochen Angela Merkel einhalten Schengen Dublin-Regel 	['500', '509']	{'5'}
2	20151214	"Der Innenpolitiker Wolfgang Bosbach reichte mit 29 weiteren Delegierten einen Initiativantrag ein, laut dem Personen aus sogenannten sicheren Drittstaaten  ""schon an der Grenze abgewiesen werden""  sollen."	Innenpolitiker Wolfgang Bosbach reichen weit delegierter Initiativantrag laut Person sogenannter sicher Drittstaat   schon Grenze abweisen   sollen 	['100', '500', '504', '105']	{'5', '1'}
2	20151214	Statt eines Ausstiegs aus dem passfreien Schengenraum oder dem Dublin-System über Asylverfahren sei es gerade für Deutschland deshalb viel besser, daran zu arbeiten, dass die EU-Regeln eingehalten würden.	statt Ausstieg passfreier Schengenraum Dublin-System Asylverfahren gerade Deutschland deshalb gut daran arbeiten EU-Regel einhalten 	['500', '509']	{'5'}
2	20150724	"Auch Juso-Chefin Johanna Uekermann widersprach Albig engagiert:  ""Merkel macht keinen guten Job"" , sagte sie der taz. Sie denke dabei an die gescheiterte Sparpolitik in Griechenland, an die verfehlte Flüchtlingspolitik oder Merkels ungutes Bauchgefühl zu gleichgeschlechtlichen Partnerschaften"	Juso-Chefin Johanna Uekermann widersprechen Albig engagieren   Merkel gut Job sagen Taz denken dabei gescheitert Sparpolitik Griechenland verfehlt Flüchtlingspolitik Merkel ungut Bauchgefühl gleichgeschlechtlich Partnerschaft 	['100', '190']	{'1'}
2	20150618	Der Vorsitzende der Ministerpräsidentenkonferenz, der brandenburgische Regierungschef Dietmar Woidke (SPD), lobte die Zusage des Bundes als Durchbruch. 	vorsitzend Ministerpräsidentenkonferenz brandenburgisch Regierungschef Dietmar Woidke SPD loben Zusage Bund Durchbruch 	['300', '800', '309', '803']	{'8', '3'}
2	20150618	Für das nächste Jahr will man sich auf eine neue Aufteilung der Belastungen zwischen Bundesregierung, Ländern und Kommunen einigen.	nächster Jahr neu Aufteilung Belastung Bundesregierung Land Kommune 	['800', '803']	{'8'}
2	20150618	Die Regierung hat bisher lediglich zugesagt, die Finanzhilfen an die Bundesländer in diesem Jahr von 500 Millionen Euro auf eine Milliarde Euro zu verdoppeln.	Regierung bisher lediglich zusagen Finanzhilfe Bundesland Jahr Million Euro Milliarde Euro verdoppeln 	['800', '805']	{'8'}
2	20150618	Das vage Versprechen des Bunds, die Länder ab dem Jahre 2016 bei der Flüchtlingsversorgung dauerhaft zu unterstützen, sorgt bei den Ländern für Hoffnung.	vag Versprechen Bund Land ab Jahr Flüchtlingsversorgung dauerhaft unterstützen sorgen Land Hoffnung 	['300', '800', '309', '803']	{'8', '3'}
2	20150618	Sachsen-Anhalts Ministerpräsident Reiner Haseloff (CDU) sagte, die Länder erwarteten vom Bund ein dauerhaftes finanzielles Engagement.	Sachsen-Anhalt Ministerpräsident Reiner Haseloff CDU sagen Land erwarten Bund dauerhaft finanziell Engagement 	['800', '805']	{'8'}
2	20150503	Gleichzeitig schloss er jedoch aus, dass gerettete Flüchtlinge nach Großbritannien gebracht würden und dort Asyl beantragen könnten.	gleichzeitig schloss jedoch gerettet Flüchtling Großbritannien bringen Asyl beantragen 	['100', '110']	{'1'}
2	20150503	Nach Frankreich und Deutschland will auch Großbritannien Schiffe schicken	Frankreich Deutschland Großbritannien Schiff schicken 	['100', '111']	{'1'}
